group,note_id,llm_likelihood,signal_type,primary_signal
2026_review,qeXqi6kHq2,25,substance,"Reviewer supplies specific outside citations (RISE, Shap-CAM, Grad-CAM++) with full bibliographic details and a concrete, targeted critique; summary is fluent b"
2024_review,Cqmym1gbe6,6,substance,Reviewer supplies specific uncited baselines with venues and raises a concrete fairness concern about CLIP pretraining data; slightly awkward non-native phrasin
2026_meta,KnnhXEWZn2,85,structure,"Meta-review-style summary with uniform, hedged prose ('Likely to remain 4', 'appears only partially addressed') and symmetric improved/remaining scaffolding, wi"
2026_review,C0DHetNtMi,78,structure,"Fluent symmetric scaffolding with numbered generic strengths/weaknesses, abstract restatement in summary, and vague suggestions (add visuals, relate to classica"
2026_meta,WeEInD8FOZ,25,substance,"This is a meta-review/AC summary with specific quoted reviewer text, reviewer IDs, an externally supplied arXiv citation, and an idiosyncratic dismissive line ("
2024_review,wgrrcLA7zo,18,substance,"Reviewer supplies own citations, references specific figures/tables and hyperparameter t_cut, concrete domain-specific critiques; minor non-native phrasing"
2026_review,7EMYIYFoYO,26,substance,"Concrete engagement with specific artifacts (footnote on page 6, Theorem 4.1/4.2 with |S||A| terms, Hellinger-distance confidence sets) plus candid admission of"
2026_meta,WnCSDK4fcs,83,structure,"This is a meta-summary (likely AC/meta-review style) written in uniformly fluent, hedged prose with symmetric enumerated concern lists per reviewer and boilerpl"
2024_review,NqOA6gSbNo,3,substance,"Idiosyncratic personal digression about future of computational biology, uneven grammar ('It is a interesting'), venue-fit opinions"
2026_meta,pCbzC0FEzf,10,vocabulary,"Meta-review with idiosyncratic non-native phrasing ('none reviewers have shown interests', 'notch up their rating a bit'), specific to discussion dynamics rathe"
2024_review,YTzcwcVRYE,25,substance,"Idiosyncratic voice ('feels like a no-brainer', analogy to classical system identification), a specific concrete complaint about ProcGen vs Minigrid mismatch re"
2024_review,Qrz0pREYWk,4,substance,"Reviewer supplies specific citations, quotes text, notes citet/citep LaTeX misuse, references Fig. 3 and Sec. 4.2 concretely"
2024_review,ssRRbjzjuj,18,substance,"Specific, idiosyncratic technical questions (non-negative inputs/gelu, section reordering advice, graph measure intuition) with a typo ('NASGrPh') and a self-co"
2024_review,miq5zkIpmw,24,substance,"Concrete specific complaints (citation format errors, content at bottom of page 8, missing data in Table 4) indicate real reading; terse, uneven, slightly non-n"
2024_review,EgFSpoMCac,3,substance,"Deep specific engagement: equation/figure numbers, a supplied citation (Smith et al.), idiosyncratic speculation about K and value-function derivatives, table t"
2026_review,9rPvXhdUwl,62,structure,"Fluent symmetric strengths/weaknesses scaffolding with generic phrasing, though it cites specific figure (Fig 7), dataset size (101), and named recent baselines"
2024_review,Cd2Ih9Q374,5,substance,"Supplies a specific list of uncited related works, names baselines (PPO-N, PPO-Hiking1-5), references specific figures/algorithms and PDDL Gym task counts; conc"
2026_meta,sDYXIMzQ4t,40,substance,"This is an AC meta-review with many concrete specifics (reviewer IDs, table/figure numbers, model names), which points human; fluent summarizing structure and c"
2026_meta,bT7XEHFHnC,72,structure,"Meta-review is fluent, symmetric and heavily scaffolded with bolded category headers ('Addressed by rebuttal/discussion' vs 'Potentially still outstanding'), un"
2026_review,MdDej8WkRA,45,substance,"Fluent symmetric structure but with concrete named baselines (DCRNN, Graph WaveNet, GAP-LSTM), a specific methodological critique about fixed mask sets, and an "
2024_review,0WpY7XISDV,32,substance,"Mostly concrete engagement (Figure 9 with named model variants RN50/RN101/ViT-B/16, the seven-student human study), with idiosyncratic LaTeX bold-tag formatting"
2026_review,3fwu0Su33t,97,substance,"Review is entirely speculative ('likely', 'may offer', 'if the authors...'), with no concrete engagement with the paper's content, plus bolded symmetric strengt"
2026_meta,7SkO0JwfgF,93,structure,"Meta-summary written in uniform, densely packed generic prose that enumerates concerns and predicts per-reviewer score movements with symmetric scaffolding and "
2024_review,Dfa0Dub8w9,93,substance,"Fluent, entirely generic commentary with no concrete specifics (no figures, equations, baselines); symmetric scaffolding and boilerplate question list applicabl"
2024_review,edvoPdr4qg,62,structure,"Fluent symmetric numbered strengths/weaknesses that largely restate the abstract, with only one concrete citation; generic suggestions ('test other models', 'mo"
2024_review,fQpKUAbr7u,8,substance,"Typos ('benifit', 'genralization'), reviewer-supplied citation with specific technical question, terse uneven weakness section"
2026_meta,25yN19GPyF,33,substance,"This is an AC/meta-summary with reviewer IDs, specific scores and concrete per-reviewer predictions; terse fragments and a typo ('tkR' vs 'ftkR', 'this bench de"
2026_review,yNo8qVYkPC,72,structure,"Fluent, symmetric strengths/weaknesses with bolded-style headers and generic interpretability praise; specifics limited to Table 1 mention, uniform rhythm and t"
2026_review,7VTdRid88m,88,substance,"Fluent, uniformly polished prose with generic evaluative vocabulary ('astutely diagnoses', 'creative synthesis', 'sharper evidence'), symmetric scaffolding, boi"
2026_review,xvZWafvbqd,68,structure,"Fluent, symmetric strengths/weaknesses scaffolding with polished generic phrasing ('are suggested to'), though some concrete specifics (Figure 5, Table 1, 50 de"
2026_review,vaFTZvL909,72,structure,"Labeled-heading strengths/weaknesses scaffolding with bolded-style topic sentences and fluent generic elaboration, though some concrete specifics (prefix cachin"
2024_review,Axo2EJWJF2,3,substance,"Idiosyncratic voice, typos ('parallelisation', 'contastive'), self-aware hedging ('I am aware this is almost a reverse argument'), very specific engagement with"
2026_meta,vSb1qmPSej,58,structure,"Highly organized bulleted meta-review with uniform 'concern -> rebuttal addresses' phrasing and hedged predictions, though it cites specific reviewer IDs and co"
2026_review,eUc1stMV08,32,substance,"Concrete specifics (line 60 C^1 term, Table 1/2, missing Smooth-Leaky RL result) amid tidy bulleted scaffolding; specificity suggests human with polishing"
2026_meta,gwuy3N55q4,72,structure,"Meta-review-style summary with fluent, uniform prose and hedged score-prediction language ('would likely have led...'), though it contains concrete specifics (m"
2026_review,eQhZaOiy9k,26,substance,"Specific, opinionated critiques (dataset is model-generated, static-camera limitation, doubts about lasting contribution) with slightly non-native phrasing and "
2026_meta,0niKsLCn7l,6,substance,"Specific engagement with equation numbers (4), (13), (14), Theorem B.1, named reviewers, and genuine personal uncertainty in a hedged AC voice"
2026_meta,xiC9h5dfoS,16,substance,"Meta-review with concrete reviewer IDs, specific unresolved concerns, and slightly non-native phrasing ('the discussion period accidentally terminated')"
2024_review,fYZYlB6jUM,15,substance,"Specific engagement with equations (6), (9), sim(·), N(·), and questioning 'Round' column in Tables 1-2; slightly non-native phrasing ('lack the necessary convi"
2026_review,qFuRrThldg,24,substance,"Reviewer supplies specific external citations (RestGPT, ToolLLM) and references specific sections (6.4) with concrete methodological critiques about GPT-5 judge"
2024_review,Y3YvltGQ8X,22,substance,"Specific, idiosyncratic questions (Kruskal rank approximation quality, provenance of assumptions, extension beyond one layer) and an unusually terse single-item"
2026_review,Ten6onqy93,18,substance,"Specific technical objections with equation numbers, typo in definition of G, concern about epsilon_approx/mu term — concrete paper-specific engagement"
2026_meta,58d9wO0m4I,22,none,"Meta-review-style summary with concrete reviewer IDs, score changes, typos ('reviwer', 'aplicablity', 'validatethe'), uneven syntax — human voice despite some p"
2024_review,HSseppnVFW,18,substance,"Specific technical reasoning about low-rank capacity under video scene cuts and training-speed overhead, with personal voice and post-rebuttal update"
2026_meta,BaCVld0Ypg,22,substance,"Meta-review with specific model names, baselines (SimPO, WSPO), idiosyncratic phrasing ('The area chair also checked this paper from their side', '8bn'), and te"
2026_review,M6DTEq65eD,25,substance,"Specific named citations (Cherubin 2019, Gasparin & Ramdas 2024, Cauchois et al. with full JMLR reference) and pointed critique that the paper's independence as"
2026_review,gVlgCsPW2L,30,substance,"Very specific engagement (N=7 model breakdown, kappa 0.566 from Appendix D, 5.8e12 combinations, exact formula), plus informal voice ('is a stretch!', unfinishe"
2024_review,i7xo20uiUX,72,structure,Strengths section organized under templated Originality/Quality/Clarity/Significance headers with generic praise; fluent uniform prose lacking equation/figure-s
2026_meta,2v53QIFGUk,72,structure,Meta-review with bolded generic category headers and uniform fluent summarization; specifics limited to reviewer IDs/scores rather than paper content
2026_review,HMfiPAeNK5,72,structure,"Fluent, uniformly structured strengths/weaknesses with symmetric scaffolding and questions that largely mirror the weaknesses verbatim; specifics (24591 annotat"
2024_review,U2jkNpMhLh,25,substance,"Concrete technical engagement (notation m vs k on page 4, occupancy measure/transition estimation critique, supplied citations), though prose is smoothed and so"
2026_meta,wKTnMxaESU,30,substance,"Fluent, well-structured meta-review but with concrete paper-specific detail (GRU slow-mode, DPR, decoder-based masks, reviewer IDs) and a human-like duplicate-I"
2026_meta,slk2ZTJXo7,93,structure,"This is a fluent meta-summary of reviews with uniform rhythm, symmetric 'strengths...however' scaffolding, hedged phrases like 'likely stable at 6', and generic"
2026_review,1F6Pw2YRfv,16,substance,"Highly specific technical engagement: cites exact line numbers (190, 196, 293, 863, 871), notation inconsistencies, and dataset sizes; terse uneven phrasing"
2026_review,5hNVlXeRxm,3,substance,"Opinionated voice with typos ('The baselines are work'), specific missing-baseline citations supplied by reviewer, pointed motivation questions"
2026_meta,XtZYZWn1Ym,25,substance,"Contains highly specific technical detail (A2/A3 assumptions, d_z=3071, linear independence of log-density derivatives) with slightly non-native phrasing ('reco"
2026_meta,qXr6f497So,20,substance,"Concrete meta-review specifics (reviewer IDs like NjyM, BR/BA counts, named TFVTG/GRPO concerns) with slightly uneven, first-person AC voice"
2024_review,YRDroB4l9K,22,substance,"Strengths use LLM-ish Originality/Quality/Clarity/Significance headers, but weaknesses show specific, substantive engagement (DTW metric, Table 3, CSSRNN, varia"
2026_meta,YBiF6VaPhh,79,structure,"Meta-review-style text with fluent, uniformly balanced prose and formulaic per-reviewer score-change speculation; specifics (LLA, FlashLLA, CG iterations) are p"
2024_review,UVgXUWCceA,22,substance,"Specific references to equation numbers (13), (63,64), section 5/7, SGLD iterations, and a concrete complaint about missing confidence intervals; terse and unev"
2026_review,oesuYLxnoD,35,substance,"Specific engagement (Figure 1, Table 1, Eq 6, Grad-ECLIP, SpLiCE) with concrete complaints, though prose is uniformly polished and possibly LLM-smoothed"
